ID,Stock Code,Time,Opening Price,Highest Price,Lowest Price
1,600438,2009/11/2 9:30,7.9232712,8.41,8.41
1,600439,2009/11/2 9:30,10.75619619,11,11
1,600444,2009/11/2 9:30,14.03701786,13.87,13.87
1,600446,2009/11/2 9:30,10.63329665,10.16,10.16
1,600448,2009/11/2 9:30,5.010571924,4.72,4.72
1,600449,2009/11/2 9:30,28.08233776,27.91,27.91
1,600452,2009/11/2 9:30,8.338688741,8.19,8.19
1,600455,2009/11/2 9:30,12.48060069,12.75,12.75
1,600456,2009/11/2 9:30,21.05993157,21.12,21.12
1,600458,2009/11/2 9:30,14.76579026,15.21,15.21
1,600459,2009/11/2 9:30,26.0904987,25.93,25.93
1,600460,2009/11/2 9:30,8.154918954,7.81,7.81
1,600461,2009/11/2 9:30,10.37732105,10.2,10.2
1,600462,2009/11/2 9:30,6.285467288,5.92,5.92
1,600463,2009/11/2 9:30,7.659943635,7.72,7.72
1,600466,2009/11/2 9:30,10.82484786,11.15,11.15
1,600467,2009/11/2 9:30,8.06646189,7.99,7.99
1,600469,2009/11/2 9:30,15.88391686,16,16
1,600470,2009/11/2 9:30,10.90427449,10.89,10.89
1,600475,2009/11/2 9:30,17.92334504,17.98,17.98
1,600476,2009/11/2 9:30,10.68633503,10.49,10.49
1,600477,2009/11/2 9:30,7.173956725,6.87,6.87
1,600478,2009/11/2 9:30,16.64915003,17.05,17.05
1,600479,2009/11/2 9:30,24.78331901,25.2,25.2
1,600480,2009/11/2 9:30,10.56126428,10.94,10.94
1,600481,2009/11/2 9:30,19.99462487,19.84,19.84
1,600482,2009/11/2 9:30,12.57070466,12.19,12.19
1,600483,2009/11/2 9:30,5.623691711,5.4,5.4
1,600485,2009/11/2 9:30,15.48116812,15.24,15.24
1,600486,2009/11/2 9:30,33.17361473,33.29,33.29
1,600487,2009/11/2 9:30,24.6843883,25.16,25.16
1,600488,2009/11/2 9:30,7.273768371,7.7,7.7
1,600489,2009/11/2 9:30,56.19760062,56.28,56.28
1,600490,2009/11/2 9:30,9.675247175,9.98,9.98
1,600491,2009/11/2 9:30,17.39904457,17.2,17.2
1,600493,2009/11/2 9:30,6.591302821,6.9,6.9
1,600495,2009/11/2 9:30,17.25459014,17.15,17.15
1,600496,2009/11/2 9:30,9.979813486,9.79,9.79
1,600497,2009/11/2 9:30,27.73686588,28.15,28.15
1,600498,2009/11/2 9:30,21.45372332,21.53,21.53
1,600499,2009/11/2 9:30,15.8794605,15.55,15.55
1,600500,2009/11/2 9:30,10.40321411,10.78,10.78
1,600501,2009/11/2 9:30,9.465126393,9.55,9.55
1,600502,2009/11/2 9:30,12.52652508,12.2,12.2
1,600503,2009/11/2 9:30,14.12763902,13.91,13.91
1,600505,2009/11/2 9:30,8.478413956,8.87,8.87
1,600506,2009/11/2 9:30,8.86168384,8.95,8.95
1,600507,2009/11/2 9:30,8.944988688,9.36,9.36
1,600508,2009/11/2 9:30,22.29382258,22.01,22.01
1,600509,2009/11/2 9:30,8.154354285,7.69,7.69
1,600510,2009/11/2 9:30,9.798154283,9.97,9.97
1,600511,2009/11/2 9:30,18.77785266,19.02,19.02
1,600512,2009/11/2 9:30,5.513984683,5.66,5.66
1,600513,2009/11/2 9:30,12.62674826,13.03,13.03
1,600515,2009/11/2 9:30,6.727726954,6.39,6.39
1,600516,2009/11/2 9:30,8.508765027,8.76,8.76
1,600517,2009/11/2 9:30,18.18873793,18.49,18.49
1,600518,2009/11/2 9:30,9.963882296,9.68,9.68
1,600519,2009/11/2 9:30,158.0558395,157.61,157.61
1,600520,2009/11/2 9:30,15.17499625,15.64,15.64
1,600521,2009/11/2 9:30,15.51921496,15.25,15.25
1,600522,2009/11/2 9:30,22.82415151,23.29,23.29
1,600523,2009/11/2 9:30,14.90120557,14.92,14.92
1,600525,2009/11/2 9:30,20.41889061,20.79,20.79
1,600526,2009/11/2 9:30,11.64843815,11.89,11.89
1,600527,2009/11/2 9:30,7.76943647,7.71,7.71
1,600528,2009/11/2 9:30,12.0627018,12.54,12.54
1,600529,2009/11/2 9:30,12.55107192,12.93,12.93
1,600530,2009/11/2 9:30,10.01525899,9.65,9.65
1,600531,2009/11/2 9:30,22.12078718,21.81,21.81
1,600532,2009/11/2 9:30,8.131759187,8,8
1,600533,2009/11/2 9:30,7.123111954,6.71,6.71
1,600535,2009/11/2 9:30,20.66476919,20.64,20.64
1,600536,2009/11/2 9:30,23.41896885,23.91,23.91
1,600537,2009/11/2 9:30,17.27384681,17.28,17.28
1,600538,2009/11/2 9:30,8.182065353,8.53,8.53
1,600539,2009/11/2 9:30,7.489264668,7.01,7.01
1,600540,2009/11/2 9:30,10.67843256,10.81,10.81
1,600543,2009/11/2 9:30,10.85840816,10.9,10.9
1,600545,2009/11/2 9:30,5.351688459,5.79,5.79
1,600546,2009/11/2 9:30,29.66001104,29.32,29.32
1,600547,2009/11/2 9:30,65.4691364,65.48,65.48
1,600548,2009/11/2 9:30,5.083707016,5.53,5.53
1,600549,2009/11/2 9:30,19.33424608,19.54,19.54
1,600550,2009/11/2 9:30,31.03229655,30.86,30.86
1,600551,2009/11/2 9:30,15.48020155,15.39,15.39
1,600552,2009/11/2 9:30,12.75477368,12.43,12.43
1,600553,2009/11/2 9:30,9.503983856,9.4,9.4
1,600555,2009/11/2 9:30,8.170262586,8.11,8.11
1,600557,2009/11/2 9:30,18.45104747,18.57,18.57
1,600558,2009/11/2 9:30,16.75453062,17.17,17.17
1,600559,2009/11/2 9:30,20.48350985,20.93,20.93
1,600560,2009/11/2 9:30,11.99598059,12.45,12.45
1,600561,2009/11/2 9:30,10.38625309,10.28,10.28
1,600562,2009/11/2 9:30,26.09836298,25.68,25.68
1,600563,2009/11/2 9:30,15.67894193,15.22,15.22
1,600565,2009/11/2 9:30,5.619640329,5.29,5.29
1,600566,2009/11/2 9:30,8.984850965,8.74,8.74
1,600567,2009/11/2 9:30,4.672979284,4.53,4.53
1,600568,2009/11/2 9:30,15.60683828,15.9,15.9
1,600569,2009/11/2 9:30,5.198431039,4.74,4.74
1,600570,2009/11/2 9:30,14.57960867,14.43,14.43
1,600571,2009/11/2 9:30,7.299429719,7.73,7.73
1,600572,2009/11/2 9:30,11.62516115,12.12,12.12
1,600573,2009/11/2 9:30,8.689503901,8.21,8.21
1,600575,2009/11/2 9:30,14.18795303,14.14,14.14
1,600576,2009/11/2 9:30,13.32060038,13.17,13.17
1,600577,2009/11/2 9:30,6.800744464,6.36,6.36
1,600578,2009/11/2 9:30,9.579093069,10.07,10.07
1,600579,2009/11/2 9:30,5.421760302,5.84,5.84
